poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type,label_num
"Care for thy soul as thing of greatest price,
      Made to the end to taste of power divine,
Devoid of guilt, abhorring sin and vice,
      Apt by Gods grace to virtue to incline.
Care for it so as by thy retchless train
It be not brought to taste eternal pain.

Care for thy corse, but chiefly for souls sake;
      Cut off excess, sustaining food is best;
To vanquish pride but comely clothing take;
      Seek after skill, deep ignorance detest.
Care so, I say, the flesh to feed and clothe
That thou harm not thy soul and body both.

Care for the world to do thy body right;
      Rack not thy wit to win thy wicked ways;
Seek not to oppress the weak by wrongful might;
      To pay thy due do banish all delays.
Care to dispend according to thy store,
And in like sort be mindful of the poor.

Care for thy soul, as for thy chiefest stay;
      Care for thy body for thy souls avail;
Care for the world for bodys help alway;
      Care yet but so as virtue may prevail.
Care in such sort that thou be sure of this:
Care keep thee not from heaven and heavenly bliss.",5.0,sadness,0.606267,0.058556102,0.09075333,0.14099364,0.024269417,0.07581,0.606267,0.003350564,Renaissance,Nature,5
"The motion of gathering loops of water
Must either burst or remain in a moment.
The violet colors through the glass
Throw up little swellings that appear
And spatter as soon as another strikes
And is born; so pure are they of colored
Hues, that we feel the absent strength
Of its power. When they begin they gather
Like sand on the beach: each bubble
Contains a complete eye of water.",0.0,anger,0.5011555,0.5011555,0.15772572,0.044256322,0.005055336,0.1785686,0.053324685,0.05991383,Modern,Nature,0
"Knock knock He has closed his door
The gardens lilies have started to rot
So who is the corpse being carried from the house

You just knocked on his door

And trot trot

Trot goes little lady mouse

Translated from the French ",2.0,fear,0.340101,0.09728816,0.19512415,0.340101,0.006461356,0.24467294,0.042022243,0.07433019,Modern,Nature,2
"Where the bee sucks, there suck I:
In a cowslips bell I lie;
There I couch when owls do cry.
On the bats back I do fly
After summer merrily.   
Merrily, merrily shall I live now
Under the blossom that hangs on the bough.",5.0,sadness,0.86180305,0.009453331,0.03808358,0.00774908,0.025415896,0.043539822,0.86180305,0.013955242,Renaissance,Nature,5
"When I was fair and young, then favor graced me.
Of many was I sought their mistress for to be.
But I did scorn them all and answered them therefore:
Go, go, go, seek some other where; importune me no more.

How many weeping eyes I made to pine in woe,
How many sighing hearts I have not skill to show,
But I the prouder grew and still this spake therefore:
Go, go, go, seek some other where, importune me no more.

Then spake fair Venus son, that proud victorious boy,
Saying: You dainty dame, for that you be so coy,
I will so pluck your plumes as you shall say no more:
Go, go, go, seek some other where, importune me no more.

As soon as he had said, such change grew in my breast
That neither night nor day I could take any rest.
Wherefore I did repent that I had said before:
Go, go, go, seek some other where, importune me no more.",5.0,sadness,0.9726232,0.003043852,0.006401607,0.001264692,0.006771398,0.008088763,0.9726232,0.001806491,Renaissance,Mythology & Folklore,5
"Suddenly discovering in the eyes of the very beautiful
                            Normande cocotte
The eyes of the very learned British Museum assistant.",6.0,surprise,0.5046653,0.006427392,0.002649218,0.071726464,0.37704924,0.016207637,0.021274712,0.5046653,Modern,Love,6
"I can love both fair and brown,
Her whom abundance melts, and her whom want betrays,
Her who loves loneness best, and her who masks and plays,
Her whom the country formed, and whom the town,
Her who believes, and her who tries,
Her who still weeps with spongy eyes,
And her who is dry cork, and never cries;
I can love her, and her, and you, and you,
I can love any, so she be not true.

Will no other vice content you?
Will it not serve your turn to do as did your mothers?
Or have you all old vices spent, and now would find out others?
Or doth a fear that men are true torment you?
O we are not, be not you so;
Let me, and do you, twenty know.
Rob me, but bind me not, and let me go.
Must I, who came to travail thorough you,
Grow your fixed subject, because you are true?

Venus heard me sigh this song,
And by love's sweetest part, variety, she swore,
She heard not this till now; and that it should be so no more.
She went, examined, and returned ere long,
And said, Alas! some two or three
Poor heretics in love there be,
Which think to stablish dangerous constancy.
But I have told them, Since you will be true,
You shall be true to them who are false to you.",5.0,sadness,0.4175414,0.08104701,0.14885975,0.03296692,0.02425372,0.28768364,0.4175414,0.007647527,Renaissance,Love,5
"Himself the worshipped and the worshipper,
He sought himself and was pursued, wooed, fired
By Ms own heat of love. Again, again
He tried to kiss the image in the well;
Again, again his arms embraced the silver
Elusive waters where his image shone....
* * *
Then with his last ""Good-bye,"" ""Good-bye,"" said Echo.
At this he placed his head deep in cool grasses
While death shut fast his eyes....",4.0,neutral,0.41597068,0.1471393,0.13629003,0.052372005,0.02488256,0.41597068,0.2124594,0.010885992,Modern,Mythology & Folklore,4
"I do not know where either of us can turn
Just at first, waking from the sleep of each other.
I do not know how we can bear
The river struck by the gold plummet of the moon,
Or many trees shaken together in the darkness.
We shall wish not to be alone
And that love were not dispersed and set free—
Though you defeat me,
And I be heavy upon you.

But like earth heaped over the heart
Is love grown perfect.
Like a shell over the beat of life
Is love perfect to the last.
So let it be the same
Whether we turn to the dark or to the kiss of another;
Let us know this for leavetaking,
That I may not be heavy upon you,
That you may blind me no more.",2.0,fear,0.9772219,0.002939846,0.001670229,0.9772219,0.000653797,0.004512314,0.010452482,0.002549418,Modern,Love,2
"When my grave is broke up again
       Some second guest to entertain,
       (For graves have learn'd that woman head,
       To be to more than one a bed)
                And he that digs it, spies
A bracelet of bright hair about the bone,
                Will he not let'us alone,
And think that there a loving couple lies,
Who thought that this device might be some way
To make their souls, at the last busy day,
Meet at this grave, and make a little stay?

         If this fall in a time, or land,
         Where mis-devotion doth command,
         Then he, that digs us up, will bring
         Us to the bishop, and the king,
                To make us relics; then
Thou shalt be a Mary Magdalen, and I
                A something else thereby;
All women shall adore us, and some men;
And since at such time miracles are sought,
I would have that age by this paper taught
What miracles we harmless lovers wrought.

         First, we lov'd well and faithfully,
         Yet knew not what we lov'd, nor why;
         Difference of sex no more we knew
         Than our guardian angels do;
                Coming and going, we
Perchance might kiss, but not between those meals;
                Our hands ne'er touch'd the seals
Which nature, injur'd by late law, s",5.0,sadness,0.8965628,0.018859599,0.005878787,0.026860531,0.01379197,0.018507238,0.8965628,0.01953909,Renaissance,Love,5
"If yet I have not all thy love,
Dear, I shall never have it all;
I cannot breathe one other sigh, to move,
Nor can intreat one other tear to fall;
And all my treasure, which should purchase thee
Sighs, tears, and oaths, and lettersI have spent.
Yet no more can be due to me,
Than at the bargain made was meant;
If then thy gift of love were partial,
That some to me, some should to others fall,
         Dear, I shall never have thee all.

Or if then thou gavest me all,
All was but all, which thou hadst then;
But if in thy heart, since, there be or shall
New love created be, by other men,
Which have their stocks entire, and can in tears,
In sighs, in oaths, and letters, outbid me,
This new love may beget new fears,
For this love was not vow'd by thee.
And yet it was, thy gift being general;
The ground, thy heart, is mine; whatever shall
         Grow there, dear, I should have it all.

Yet I would not have all yet,
He that hath all can have no more;
And since my love doth every day admit
New growth, thou shouldst have new rewards in store;
Thou canst not every day give me thy heart,
If thou canst give it, then thou never gavest it;
Love's riddles are, that though thy heart depart,
It stays at home, and thou with losing savest it;
But we will have a way",5.0,sadness,0.8874674,0.010890877,0.005702685,0.045138083,0.006171267,0.035565592,0.8874674,0.009064103,Renaissance,Love,5
"The jester walked in the garden:
The garden had fallen still;
He bade his soul rise upward
And stand on her window-sill.

It rose in a straight blue garment,
When owls began to call:
It had grown wise-tongued by thinking
Of a quiet and light footfall;

But the young queen would not listen;
She rose in her pale night-gown;
She drew in the heavy casement
And pushed the latches down.

He bade his heart go to her,
When the owls called out no more;
In a red and quivering garment
It sang to her through the door.

It had grown sweet-tongued by dreaming
Of a flutter of flower-like hair;
But she took up her fan from the table
And waved it off on the air.

'I have cap and bells, he pondered,
'I will send them to her and die;
And when the morning whitened
He left them where she went by.

She laid them upon her bosom,
Under a cloud of her hair,
And her red lips sang them a love-song
Till stars grew out of the air.

She opened her door and her window,
And the heart and the soul came through,
To her right hand came the red one,
To her left hand came the blue.

They set up a noise like crickets,
A chattering wise and sweet,
And her hair was a folded flower
And the quiet of love in her feet.",2.0,fear,0.32397202,0.075910665,0.10853584,0.32397202,0.020491857,0.14708386,0.2727489,0.051256876,Modern,Love,2
"I was the first fruits of the battle of Missionary Ridge.
When I felt the bullet enter my heart
I wished I had staid at home and gone to jail
For stealing the hogs of Curl Trenary,
Instead of running away and joining the army.
Rather a thousand times the county jail
Than to lie under this marble figure with wings,
And this granite pedestal Bearing the words, Pro Patria.
What do they mean, anyway?",5.0,sadness,0.65685993,0.031389557,0.061068904,0.101059996,0.00189782,0.045351014,0.65685993,0.10237267,Modern,Mythology & Folklore,5
"She sang beyond the genius of the sea.   
The water never formed to mind or voice,   
Like a body wholly body, fluttering
Its empty sleeves; and yet its mimic motion   
Made constant cry, caused constantly a cry,   
That was not ours although we understood,   
Inhuman, of the veritable ocean.

The sea was not a mask. No more was she.   
The song and water were not medleyed sound   
Even if what she sang was what she heard,   
Since what she sang was uttered word by word.
It may be that in all her phrases stirred   
The grinding water and the gasping wind;   
But it was she and not the sea we heard.

For she was the maker of the song she sang.   
The ever-hooded, tragic-gestured sea
Was merely a place by which she walked to sing.   
Whose spirit is this? we said, because we knew   
It was the spirit that we sought and knew   
That we should ask this often as she sang.

If it was only the dark voice of the sea   
That rose, or even colored by many waves;   
If it was only the outer voice of sky
And cloud, of the sunken coral water-walled,   
However clear, it would have been deep air,   
The heaving speech of air, a summer sound   
Repeated in a summer without end
And sound alone. But it was more than that,   
More even than her voice, and ours, among
The meaningless plungings of w",2.0,fear,0.51605654,0.04468525,0.16524407,0.51605654,0.006009155,0.08890094,0.1690128,0.010091255,Modern,Nature,2
"This is my advice to foreigners:   
call it simply—the river;
never say old muddy
or even Missouri,
and except when it is necessary   
ignore the fact that it moves.   
It is the river, a singular,
stationary figure of division.
Do not allow the pre-Socratic   
to enter your mind except
when thinking of clear water trout   
streams in north central Wyoming.   
The river is a variety of land,   
a kind of dark sea or great bay,   
sea of greater ocean.
At times I find it good discipline   
to think of it as a tree
rooted in the delta,
a snake on its topmost western branch.   
These hills are not containers;   
they give no vantage but that   
looking out is an act of transit.   
We are not confused,
we do not lose our place.",2.0,fear,0.63151026,0.042793512,0.056595985,0.63151026,0.013881842,0.19296919,0.048611794,0.013637336,Modern,Nature,2
"I leaned against the mantel, sick, sick,
Thinking of my failure, looking into the abysm,
Weak from the noon-day heat.
A church bell sounded mournfully far away,
I heard the cry of a baby,
And the coughing of John Yarnell,
Bed-ridden, feverish, feverish, dying,
Then the violent voice of my wife:
""Watch out, the potatoes are burning!""
I smelled them ... then there was irresistible disgust.
I pulled the trigger ... blackness ... light ...
Unspeakable regret ... fumbling for the world again.
Too late! Thus I came here,
With lungs for breathing ... one cannot breathe here with lungs,
Though one must breathe
Of what use is it To rid one's self of the world,
When no soul may ever escape the eternal destiny of life?",5.0,sadness,0.77585083,0.009471505,0.09461086,0.09341401,0.001923439,0.016682262,0.77585083,0.0080471,Modern,Mythology & Folklore,5
"Zeus lies in Ceres’ bosom
Taishan is attended of loves
                        under Cythera, before sunrise
And he said: “Hay aquí mucho catolicismo—(sounded
                                                            catolithismo
                      y muy poco reliHion.”
and he said: “Yo creo que los reyes desparecen”
(Kings will, I think, disappear)
This was Padre José Elizondo
                                        in 1906 and in 1917
or about 1917
                and Dolores said: “Come pan, niño,”   eat bread, me lad
Sargent had painted her
                                        before he descended
(i.e. if he descended
                but in those days he did thumb sketches,
impressions of the Velázquez in the Museo del Prado
and books cost a peseta,
                         brass candlesticks in proportion,
hot wind came from the marshes
       and death-chill from the mountains.
And later Bowers wrote: “but such hatred,
       I have never conceived such”
and the London reds wouldn’t show up his friends
                        (i.e. friends of Franco
working in London) and in Alcázar
forty years gone, they said: go back to the station to eat
you can sleep here for a peseta”
               goat bells tinkled all night
               and the hostess grinned: Eso es lut",5.0,sadness,0.6730651,0.1322096,0.01208585,0.037965048,0.037207942,0.03466892,0.6730651,0.07279756,Modern,Mythology & Folklore,5
"Thou art my lute, by thee I sing,
     My being is attuned to thee.
Thou settest all my words a-wing,
     And meltest me to melody.
 
Thou art my life, by thee I live,
     From thee proceed the joys I know;
Sweetheart, thy hand has power to give
     The meed of lovethe cup of woe.
 
Thou art my love, by thee I lead
     My soul the paths of light along,
From vale to vale, from mead to mead,
     And home it in the hills of song.
 
My song, my soul, my life, my all,
     Why need I pray or make my plea,
Since my petition cannot fall;
     For Im already one with thee!",3.0,joy,0.5895429,0.027218617,0.006047665,0.08779794,0.5895429,0.11893864,0.14214402,0.028310148,Modern,Love,3
"Still to be neat, still to be dressed,
As you were going to a feast;
Still to be powdered, still perfumed; 
Lady, it is to be presumed,
Though art's hid causes are not found,
All is not sweet, all is not sound.

Give me a look, give me a face,
That makes simplicity a grace;
Robes loosely flowing, hair as free;
Such sweet neglect more taketh me
                       Than all th'adulteries of art. 
They strike mine eyes, but not my heart.",4.0,neutral,0.29274374,0.038542036,0.11554689,0.05222507,0.17810932,0.29274374,0.27466303,0.048169937,Renaissance,Love,4
"
        I knew too that through them I knew too that he was through, I knew too that he threw them. I knew too that they were through, I knew too I knew too, I knew I knew them.
        I knew to them.

        If they tear a hunter through, if they tear through a hunter, if they tear through a hunt and a hunter, if they tear through different sizes of the six, the different sizes of the six which are these, a woman with a white package under one arm and a black package under the other arm and dressed in brown with a white blouse, the second Saint Joseph the third a hunter in a blue coat and black garters and a plaid cap, a fourth a knife grinder who is full faced and a very little woman with black hair and a yellow hat and an excellently smiling appropriate soldier. All these as you please.

        In the meantime examples of the same lily. In this way please have you rung.
 

WHAT DO I SEE?

        A very little snail.

        A medium sized turkey.

        A small band of sheep.

        A fair orange tree.

        All nice wives are like that.

        Listen to them from here.

        Oh.

        You did not have an answer.

        Here.

        Yes.
 

A VERY VALENTINE.

        Very fine is my valentine.

        Very fine and very mine.

        Very mine is my ",4.0,neutral,0.30740455,0.0923416,0.17819326,0.15517023,0.04519111,0.30740455,0.12451667,0.09718249,Modern,Love,4
"When beauty breaks and falls asunder
I feel no grief for it, but wonder.
When love, like a frail shell, lies broken,
I keep no chip of it for token.
I never had a man for friend
Who did not know that love must end.
I never had a girl for lover
Who could discern when love was over.
What the wise doubt, the fool believes--
Who is it, then, that love deceives?
",5.0,sadness,0.9691089,0.001982702,0.002238157,0.005449854,0.001025997,0.005594493,0.9691089,0.014599948,Modern,Love,5
"An open door says, “Come in.”
A shut door says, “Who are you?”
Shadows and ghosts go through shut doors.
If ??a door is shut and you want it shut,
     why open it?
If ??a door is open and you want it open,
     why shut it?
Doors forget but only doors know what it is
     doors forget.",6.0,surprise,0.3146205,0.0673088,0.017514952,0.22961012,0.011132753,0.28360108,0.076211765,0.3146205,Modern,Mythology & Folklore,6
"For (no one left) pretending not to care
Becomes an academic exercise:
I could as easily hold up the skies
As sit here writing in a summer chair
Or find that voluntary garden where
I can assert my title to the prize
That's mine if I unravel the disguise,
That doubleness we live in as in air.
I do care. Even at the eleventh hour
One has to hope for a miraculous birth,
Though from the golden tree the dragons sigh
Who have the whole of life within their power,
Who will yield nothing. And the widowed earth
Will sit there bravely smiling and not cry.",3.0,joy,0.40642253,0.015431497,0.014463786,0.003289059,0.40642253,0.2383006,0.31435633,0.007736168,Modern,Mythology & Folklore,3
"Leave me, O Love, which reachest but to dust;
And thou, my mind, aspire to higher things;
Grow rich in that which never taketh rust;
Whatever fades but fading pleasure brings.
Draw in thy beams and humble all thy might
To that sweet yoke where lasting freedoms be;
Which breaks the clouds and opens forth the light,
That both doth shine and give us sight to see.
O take fast hold; let that light be thy guide
In this small course which birth draws out to death,
And think how evil becometh him to slide,
Who seeketh heav'n, and comes of heav'nly breath.
Then farewell, world; thy uttermost I see:
Eternal Love, maintain thy life in me.",0.0,anger,0.32618538,0.32618538,0.050751712,0.046368055,0.078975044,0.2442681,0.24773882,0.005712922,Renaissance,Love,0
"Pan is dead. Great Pan is dead.
Ah! bow your heads, ye maidens all,
And weave ye him his coronal.
There is no summer in the leaves,
And withered are the sedges;
How shall we weave a coronal,
Or gather floral pledges?
That I may not say, Ladies.
Death was ever a churl.
That I may not say, Ladies.
How should he show a reason,
That he has taken our Lord away
Upon such hollow season?",5.0,sadness,0.36273736,0.11867329,0.23585589,0.11775073,0.003463597,0.11470395,0.36273736,0.04681518,Modern,Mythology & Folklore,5
"Thrice toss these oaken ashes in the air,
Thrice sit thou mute in this enchanted chair,
Then thrice three times tie up this true love's knot,
And murmur soft ""She will, or she will not.""

Go burn these pois'nous weeds in yon blue fire,
These screech-owl's feathers and this prickling briar,
This cypress gathered at a dead man's grave,
That all my fears and cares an end may have.

Then come, you fairies! dance with me a round;
Melt her hard heart with your melodious sound.
In vain are all the charms I can devise:
She hath an art to break them with her eyes.",2.0,fear,0.62260246,0.21527654,0.028035559,0.62260246,0.005707831,0.043067336,0.08199613,0.003314235,Renaissance,Love,2
"See, the grass is full of stars,
Fallen in their brightness;
Hearts they have of shining gold,
Rays of shining whiteness.

Buttercups have honeyed hearts,
Bees they love the clover,
But I love the daisies' dance
All the meadow over.

Blow, O blow, you happy winds,
Singing summer's praises,
Up the field and down the field
A-dancing with the daisies.",3.0,joy,0.6741746,0.006545154,0.004975064,0.001542004,0.6741746,0.17500256,0.10502816,0.03273244,Modern,Nature,3
"Whoso list to hunt, I know where is an hind,
But as for me, helas, I may no more.
The vain travail hath wearied me so sore,
I am of them that farthest cometh behind.
Yet may I by no means my wearied mind
Draw from the deer, but as she fleeth afore
Fainting I follow. I leave off therefore,
Sithens in a net I seek to hold the wind.
Who list her hunt, I put him out of doubt,
As well as I may spend his time in vain.
And graven with diamonds in letters plain
There is written, her fair neck round about:
Noli me tangere, for Caesar's I am,
And wild for to hold, though I seem tame.",5.0,sadness,0.54131484,0.06976852,0.061709523,0.15063235,0.010693269,0.15674604,0.54131484,0.009135447,Renaissance,Love,5
"We sat together at one summers end,
That beautiful mild woman, your close friend,   
And you and I, and talked of poetry.
I said, A line will take us hours maybe;
Yet if it does not seem a moments thought,   
Our stitching and unstitching has been naught.   
Better go down upon your marrow-bones   
And scrub a kitchen pavement, or break stones   
Like an old pauper, in all kinds of weather;   
For to articulate sweet sounds together
Is to work harder than all these, and yet   
Be thought an idler by the noisy set
Of bankers, schoolmasters, and clergymen   
The martyrs call the world.
                                          And thereupon
That beautiful mild woman for whose sake   
Theres many a one shall find out all heartache   
On finding that her voice is sweet and low   
Replied, To be born woman is to know
Although they do not talk of it at school
That we must labour to be beautiful.
I said, Its certain there is no fine thing   
Since Adams fall but needs much labouring.
There have been lovers who thought love should be   
So much compounded of high courtesy   
That they would sigh and quote with learned looks   
Precedents out of beautiful old books;   
Yet now it seems an idle trade enough.

We sat grown quiet at the name of love;   
We saw t",5.0,sadness,0.4380248,0.07815102,0.027419522,0.15135774,0.1712057,0.087346904,0.4380248,0.046494365,Modern,Love,5
"Shall I be punished more severely
than Actaeon he only gazed on the
Goddess from afar in the wood hie
dea silvarum venatu fessa solebat
virgineos artus liquido perfundere
rore her maiden limbs in the crystal water while I in my ardor pursued her into the shower laving
with impious (and soapy) hands
the breasts of the celestial as the
warm rain upon them circumfus—
aeque Dianam corporibus texere suis the nymphs thronging about her
weaving a screen with their bodies
Actaeon was torn to pieces by his
own dogs what fate now awaits me?",5.0,sadness,0.36672285,0.19449016,0.27750197,0.08901465,0.019449277,0.037917823,0.36672285,0.014903144,Modern,Mythology & Folklore,5
"I might!unhappy wordO me, I might,
And then would not, or could not, see my bliss;
Till now wrapt in a most infernal night,
I find how heav'nly day, wretch! I did miss.
Heart, rend thyself, thou dost thyself but right;
No lovely Paris made thy Helen his,
No force, no fraud robb'd thee of thy delight,
Nor Fortune of thy fortune author is;
But to myself myself did give the blow,
While too much wit, forsooth, so troubled me
That I respects for both our sakes must show:
And yet could not by rising morn foresee
How fair a day was near: O punish'd eyes,
That I had been more foolish,or more wise!",5.0,sadness,0.9606384,0.009017803,0.001010503,0.001506322,0.006507213,0.003932236,0.9606384,0.01738751,Renaissance,Love,5
"I moved him, and he moved in me by power,
knowing the pulse and the refrain of blood
that pumped a spring into the veins of dance
along the water's edge and in its hour.
The rhythm in a sparrow and a bud
left everything to art, to art and chance.",4.0,neutral,0.5407392,0.15744656,0.12550682,0.062016457,0.018556679,0.5407392,0.028745608,0.066988714,Modern,Mythology & Folklore,4
"The boy accepted them;
His whole childhood in them, his difference
From the others. The wings
Gold,
Gold for credence,
Every feather of them. He believed more in the things
Than I, and less. Familiar as speech,
The family tongue. I remember
New expedients, frauds, ridiculous
In the real withering sun blazing
Still. Who could have said
More, losing the boy anyway, anyway
In the bare field there old man, old potterer ...",0.0,anger,0.39403987,0.39403987,0.28569487,0.06305445,0.004367499,0.14691995,0.07782356,0.028099844,Modern,Mythology & Folklore,0
"One day I wrote her name upon the strand,
But came the waves and washed it away:
Again I wrote it with a second hand,
But came the tide, and made my pains his prey.
""Vain man,"" said she, ""that dost in vain assay,
A mortal thing so to immortalize;
For I myself shall like to this decay,
And eke my name be wiped out likewise.""
""Not so,"" (quod I) ""let baser things devise
To die in dust, but you shall live by fame:
My verse your vertues rare shall eternize,
And in the heavens write your glorious name:
Where whenas death shall all the world subdue,
Our love shall live, and later life renew.""",5.0,sadness,0.3350045,0.13352002,0.30409813,0.07763226,0.011649887,0.12898146,0.3350045,0.009113715,Renaissance,Love,5
"as freedom is a breakfastfood
or truth can live with right and wrong
or molehills are from mountains made
—long enough and just so long
will being pay the rent of seem
and genius please the talentgang
and water most encourage flame

as hatracks into peachtrees grow
or hopes dance best on bald men’s hair
and every finger is a toe
and any courage is a fear
—long enough and just so long
will the impure think all things pure
and hornets wail by children stung

or as the seeing are the blind
and robins never welcome spring
nor flatfolk prove their world is round
nor dingsters die at break of dong
and common’s rare and millstones float
—long enough and just so long
tomorrow will not be too late

worms are the words but joy’s the voice
down shall go which and up come who
breasts will be breasts thighs will be thighs
deeds cannot dream what dreams can do
—time is a tree(this life one leaf)
but love is the sky and i am for you
just so long and long enough",2.0,fear,0.75416714,0.21518183,0.002439459,0.75416714,0.00869475,0.005741441,0.010983817,0.002791619,Modern,Love,2
"At evening, sitting on this terrace,
When the sun from the west, beyond Pisa, beyond the mountains of Carrara
Departs, and the world is taken by surprise ...

When the tired flower of Florence is in gloom beneath the glowing
Brown hills surrounding ...

When under the arches of the Ponte Vecchio
A green light enters against stream, flush from the west,
Against the current of obscure Arno ...

Look up, and you see things flying
Between the day and the night;
Swallows with spools of dark thread sewing the shadows together.

A circle swoop, and a quick parabola under the bridge arches
Where light pushes through;
A sudden turning upon itself of a thing in the air.
A dip to the water.

And you think:
""The swallows are flying so late!""

Swallows?

Dark air-life looping
Yet missing the pure loop ...
A twitch, a twitter, an elastic shudder in flight
And serrated wings against the sky,
Like a glove, a black glove thrown up at the light,
And falling back.

Never swallows!
Bats!
The swallows are gone.

At a wavering instant the swallows gave way to bats
By the Ponte Vecchio ...
Changing guard.

Bats, and an uneasy creeping in one's scalp
As the bats swoop overhead!
Flying madly.

Pipistrello!
Black piper on an infinitesimal pipe.
Little lumps th",2.0,fear,0.74892515,0.015395273,0.009532456,0.74892515,0.002711262,0.019418012,0.023882387,0.18013547,Modern,Nature,2
"The fog comes
on little cat feet.

It sits looking
over harbor and city
on silent haunches
and then moves on.",2.0,fear,0.47768438,0.018585825,0.048803028,0.47768438,0.006319338,0.26593685,0.12428123,0.058389373,Modern,Nature,2
"Ring out your bells, let mourning shows be spread;
For Love is dead
All love is dead, infected
With plague of deep disdain;
Worth, as nought worth, rejected,
And Faith fair scorn doth gain.
From so ungrateful fancy,
From such a female franzy,
From them that use men thus,
Good Lord, deliver us!

Weep, neighbours, weep; do you not hear it said
That Love is dead?
His death-bed, peacock's folly;
His winding-sheet is shame;
His will, false-seeming holy;
His sole exec'tor, blame.
From so ungrateful fancy,
From such a female franzy,
From them that use men thus,
Good Lord, deliver us!

Let dirge be sung and trentals rightly read,
For Love is dead;
Sir Wrong his tomb ordaineth
My mistress' marble heart,
Which epitaph containeth,
""Her eyes were once his dart.""
From so ungrateful fancy,
From such a female franzy,
From them that use men thus,
Good Lord, deliver us!

Alas, I lie, rage hath this error bred;
Love is not dead;
Love is not dead, but sleepeth
In her unmatched mind,
Where she his counsel keepeth,
Till due desert she find.
Therefore from so vile fancy,
To call such wit a franzy,
Who Love can temper thus,
Good Lord, deliver us!",0.0,anger,0.61200166,0.61200166,0.1291565,0.009529099,0.00292983,0.022759762,0.21907859,0.004544546,Renaissance,Love,0
"All through the blazing afternoon
The hand drums talk together like locusts;
The flute pours out its endless, thin stream,
Threading it in and out the clatter of sticks upon wood-blocks.
Drums and bells exchange handfulls of bright coins,
Drums and bells scatter their music, like pennies, all over the air,
And see, the lutanist's thin hand
Rapidly picks the spangling notes off from his wires
And throws them about like drops of water.
Behind the bamboo blinds,
Behind the palms,
In the green, sundappled apartments of her palace
Redslippered Ariadne, with a tiny yawn,
Tosses a ball upon her roulette wheel.
Suddenly, dead north,
A Greek ship leaps over the horizon, skips like a colt, paws the foam.
The ship courses through the pasture of bright amethysts
And whinnies at the jetty.
The whole city runs to see:
Quick as closing your hand
The racing sail's down.
Then the drums are stunned, and the crowd, exalted, cries:
O Theseus! O Grecian hero!
Like a thought through the mind
Ariadne moves to the window.
Arrows of light, in every direction,
Leap from the armor of the black-eyed captain.
Arrows of light
Resound within her like the strings of a guitar.",6.0,surprise,0.7629014,0.07562819,0.03154438,0.081234075,0.003070398,0.038142942,0.007478629,0.7629014,Modern,Mythology & Folklore,6
"Seeing that Patroclos was slaughtered,
who was so manly, strong, and young,
the horses of Achilles began weeping;
their deathless nature leapt in rage
at this accomplishment of death.
They waved their heads, and shook their long manes;
with their hooves they struck the earth, and lamented,
knowing Patroclos was lifeless, ruined,
base flesh now—his mind lost—
undefended, breathless,
returning to the great Nothing out of life.
Zeus saw the deathless horses' tears
and pity moved him. ""It was wrong,""
he said, ""for me to act so carelessly
at Peleus' wedding feast. Not giving you
would have been better, my poor horses.
What could you have found, degraded there,
with miserable mankind,
the plaything of Fate?
Exempt from death, exempt from age,
time's offending rule still subjects you.
Men have tied you on their racks.""
And yet not that, but death's eternal ruin
still forced the tears from these two noble beasts",0.0,anger,0.7694231,0.7694231,0.02548163,0.033420414,0.001609644,0.008928934,0.15811448,0.003021773,Modern,Mythology & Folklore,0
"The willows carried a slow sound,
A sarabande the wind mowed on the mead.
I could never remember
That seething, steady leveling of the marshes
Till age had brought me to the sea.

Flags, weeds. And remembrance of steep alcoves
Where cypresses shared the noons
Tyranny; they drew me into hades almost.
And mammoth turtles climbing sulphur dreams
Yielded, while sun-silt rippled them
Asunder ...

How much I would have bartered! the black gorge
And all the singular nestings in the hills
Where beavers learn stitch and tooth.
The pond I entered once and quickly fled
I remember now its singing willow rim.

And finally, in that memory all things nurse;
After the city that I finally passed
With scalding unguents spread and smoking darts
The monsoon cut across the delta
At gulf gates ... There, beyond the dykes

I heard wind flaking sapphire, like this summer,
And willows could not hold more steady sound.",2.0,fear,0.41732863,0.05397854,0.05573612,0.41732863,0.00441973,0.051989477,0.3671129,0.0494345,Modern,Nature,2
"One must have a mind of winter
To regard the frost and the boughs
Of the pine-trees crusted with snow;

And have been cold a long time
To behold the junipers shagged with ice,
The spruces rough in the distant glitter

Of the January sun; and not to think
Of any misery in the sound of the wind,
In the sound of a few leaves,

Which is the sound of the land
Full of the same wind
That is blowing in the same bare place

For the listener, who listens in the snow,
And, nothing himself, beholds
Nothing that is not there and the nothing that is.",5.0,sadness,0.84484637,0.032052916,0.06351564,0.025912292,0.002397418,0.026698211,0.84484637,0.004577152,Modern,Nature,5
